SiteType,SiteType_EN,SiteName,SiteName_EN,PostCode
с.,s.,РАКОВСКОВО,RAKOVSKOVO,8257
с.,s.,РАЛЕВО,RALEVO,5875
с.,s.,РАЛЕВЦИ,RALEVTSI,5367
с.,s.,РАЛИНОВЦИ,RALINOVTSI,5098
с.,s.,РАЛИЦА,RALITSA,6820
с.,s.,РАЛИЦА,RALITSA,7759
с.,s.,РАЛИЧЕВО,RALICHEVO,6965
с.,s.,РАНЕНЦИ,RANENTSI,2569
с.,s.,РАНИ ЛИСТ,RANI LIST,6720
с.,s.,РАНИ ЛУГ,RANI LUG,2484
с.,s.,РАСНИК,RASNIK,2357
с.,s.,РАСОВО,RASOVO,3660
с.,s.,РАСТНИК,RASTNIK,6865
с.,s.,РАХОВЦИ,RAHOVTSI,5343
с.,s.,РАЧЕВЦИ,RACHEVTSI,5345
с.,s.,РАЧОВЦИ,RACHOVTSI,5350
с.,s.,РАШЕВЦИ,RASHEVTSI,5035
с.,s.,РАШКА ГРАЩИЦА,RASHKA GRASHTITSA,2578
с.,s.,РАШКОВО,RASHKOVO,2152
с.,s.,РАШОВИТЕ,RASHOVITE,5350
с.,s.,РАШОВИЦА,RASHOVITSA,3532
с.,s.,РАЮВЦИ,RAYUVTSI,5093
с.,s.,РАЯНОВЦИ,RAYANOVTSI,3935
с.,s.,РАЯНОВЦИ,RAYANOVTSI,2204
с.,s.,РАЯНЦИ,RAYANTSI,2446
с.,s.,РЕБРЕВЦИ,REBREVTSI,5087
с.,s.,РЕБРО,REBRO,2384
с.,s.,РЕБРОВО,REBROVO,2294
с.,s.,РЕБЪРКОВО,REBARKOVO,3158
с.,s.,РЕДЕШКОВЦИ,REDESHKOVTSI,5340
с.,s.,РЕДИНА,REDINA,2269
с.,s.,РЕЖАНЦИ,REZHANTSI,2380
с.,s.,РЕЖИНЦИ,REZHINTSI,2562
с.,s.,РЕЗАЧ,REZACH,5088
с.,s.,РЕЗБАРЦИ,REZBARTSI,6649
с.,s.,РЕЗОВО,REZOVO,8281
с.,s.,РЕКА,REKA,4734
с.,s.,РЕКИЧКА,REKICHKA,5088
с.,s.,РЕЛЬОВО,RELYOVO,2018
с.,s.,РЕПЛЯНА,REPLYANA,3954
с.,s.,РЕСЕЛЕЦ,RESELETS,5993
с.,s.,РЕСЕН,RESEN,5060
с.,s.,РЕСИЛОВО,RESILOVO,2621
с.,s.,РЕЧАНИ,RECHANI,4793
с.,s.,РЕЧИЦА,RECHITSA,8567
с.,s.,РЕЯНОВЦИ,REYANOVTSI,2483
с.,s.,РИБАРИЦА,RIBARITSA,5720
с.,s.,РИБАРИЦА,RIBARITSA,2192
с.,s.,РИБАРЦИ,RIBARTSI,6790
с.,s.,РИБЕН,RIBEN,5847
с.,s.,РИБЕН ДОЛ,RIBEN DOL,4952
с.,s.,РИБИНО,RIBINO,6939
с.,s.,РИБНИК,RIBNIK,2864
с.,s.,РИБНИЦА,RIBNITSA,4973
с.,s.,РИБНОВО,RIBNOVO,2967
с.,s.,РИДИНО,RIDINO,6849
с.,s.,РИДОВО,RIDOVO,6742
с.,s.,РИЛЦИ,RILTSI,2710
с.,s.,РИСИМАНОВО,RISIMANOVO,6274
с.,s.,РИТЯ,RITYA,5370
с.,s.,РИШ,RISH,9830
с.,s.,РОБОВО,ROBOVO,8664
с.,s.,РОВИНА,ROVINA,4736
с.,s.,РОГАЧ,ROGACH,6916
с.,s.,РОГАЧЕВО,ROGACHEVO,9632
с.,s.,РОГЛЕЦ,ROGLETS,3962
с.,s.,РОГОЗАРИ,ROGOZARI,6845
с.,s.,РОГОЗЕН,ROGOZEN,3360
с.,s.,РОГОЗИНА,ROGOZINA,9560
с.,s.,РОГОЗИНОВО,ROGOZINOVO,6469
с.,s.,РОГОЗЧЕ,ROGOZCHE,6845
с.,s.,РОГОШ,ROGOSH,4140
с.,s.,РОГУЛЯТ,ROGULYAT,5447
с.,s.,РОДИНА,RODINA,5092
с.,s.,РОДОПИ,RODOPI,6356
с.,s.,РОДОПСКО,RODOPSKO,6762
с.,s.,РОЖДЕН,ROZHDEN,8539
с.,s.,РОЖДЕНСКО,ROZHDENSKO,6841
с.,s.,РОЖЕН,ROZHEN,2820
с.,s.,РОЗА,ROZA,8630
с.,s.,РОЗИНО,ROZINO,6596
с.,s.,РОЗИНО,ROZINO,4340
с.,s.,РОЗОВЕЦ,ROZOVETS,4154
с.,s.,РОЗОВО,ROZOVO,4583
с.,s.,РОЗОВО,ROZOVO,6163
с.,s.,РОПОТ,ROPOT,2254
с.,s.,РОСЕН,ROSEN,8150
с.,s.,РОСЕН,ROSEN,4421
с.,s.,РОСЕН,ROSEN,9537
с.,s.,РОСЕНОВО,ROSENOVO,8318
с.,s.,РОСЕНОВО,ROSENOVO,9369
с.,s.,РОСИНА,ROSINA,7784
с.,s.,РОСИЦА,ROSITSA,5221
с.,s.,РОСИЦА,ROSITSA,9540
с.,s.,РОСИЦА,ROSITSA,7933
с.,s.,РОСНО,ROSNO,5091
с.,s.,РОСОМАН,ROSOMAN,2225
с.,s.,РОХЛЕВА,ROHLEVA,4653
с.,s.,РОЯК,ROYAK,9252
с.,s.,РУДАРЦИ,RUDARTSI,2343
с.,s.,РУДИНА,RUDINA,8536
с.,s.,РУДИНА,RUDINA,6659
с.,s.,РУДНИК,RUDNIK,8112
с.,s.,РУДНИК,RUDNIK,9105
с.,s.,РУЕВЦИ,RUEVTSI,5367
с.,s.,РУЕН,RUEN,8540
с.,s.,РУЕН,RUEN,4102
с.,s.,РУЕЦ,RUETS,7744
с.,s.,РУЖИНЦИ,RUZHINTSI,3930
с.,s.,РУЖИЦА,RUZHITSA,9954
с.,s.,РУЖИЦА,RUZHITSA,8722
с.,s.,РУЙНО,RUYNO,7692
с.,s.,РУЙЧОВЦИ,RUYCHOVTSI,5304
с.,s.,РУМАНЯ,RUMANYA,6057
с.,s.,РУМЕЛИЯ,RUMELIA,6453
с.,s.,РУМЯНЦЕВО,RUMYANTSEVO,5785
с.,s.,РУНЯ,RUNYA,5397
с.,s.,РУПИТЕ,RUPITE,2863
с.,s.,РУПКИТЕ,RUPKITE,6251
с.,s.,РУПЦИ,RUPTSI,3726
с.,s.,РУПЦИ,RUPTSI,5994
с.,s.,РУПЧА,RUPCHA,8574
с.,s.,РУСАЛИНА,RUSALINA,6695
с.,s.,РУСАЛСКО,RUSALSKO,6795
с.,s.,РУСАЛЯ,RUSALYA,5057
с.,s.,РУСИНОВЦИ,RUSINOVTSI,5380
с.,s.,РУСКА БЕЛА,RUSKA BELA,3148
с.,s.,РУСКОВЦИ,RUSKOVTSI,5035
с.,s.,РУСОКАСТРО,RUSOKASTRO,8105
с.,s.,РУСТАН,RUSTAN,4956
с.,s.,РУХОВЦИ,RUHOVTSI,5079
с.,s.,РУЧЕЙ,RUCHEY,6928
с.,s.,РЪЖАВЕЦ,RAZHAVETS,2389
с.,s.,РЪЖАНА,RAZHANA,2060
с.,s.,РЪЖДАК,RAZHDAK,2856
с.,s.,РЪЖЕВО,RAZHEVO,4169
с.,s.,РЪЖЕВО КОНАРЕ,RAZHEVO KONARE,4170
с.,s.,РЪЖЕНА,RAZHENA,6171
с.,s.,РЪЖЕНОВО,RAZHENOVO,6456
с.,s.,РЪЖИЦА,RAZHITSA,8530
с.,s.,РЪСОВО,RASOVO,2568
с.,s.,РЪТ,RAT,6850
с.,s.,РЪТЛИНА,RATLINA,7935
с.,s.,РЯЗКОВЦИ,RYAZKOVTSI,5345
с.,s.,РЯХОВО,RYAHOVO,7070
с.,s.,РЯХОВЦИТЕ,RYAHOVTSITE,5440
с.,s.,САВА,SAVA,9251
с.,s.,САВИН,SAVIN,7318
с.,s.,САВИНО,SAVINO,8643
с.,s.,САВОЙСКИ,SAVOYSKI,2576
с.,s.,САДИНА,SADINA,7841
с.,s.,САДОВЕЦ,SADOVETS,5896
с.,s.,САДОВИК,SADOVIK,2387
с.,s.,САДОВИЦА,SADOVITSA,6815
с.,s.,САДОВО,SADOVO,2922
с.,s.,САДОВО,SADOVO,8463
с.,s.,САДОВО,SADOVO,9139
с.,s.,САЖДЕНИК,SAZHDENIK,2576
с.,s.,САКАРЦИ,SAKARTSI,6568
с.,s.,САЛАСУКА,SALASUKA,5397
с.,s.,САЛАШ,SALASH,3933
с.,s.,САЛМАНОВО,SALMANOVO,9817
с.,s.,САМОВИЛА,SAMOVILA,6942
с.,s.,САМОВОДЕНЕ,SAMOVODENE,5040
с.,s.,САМОДИВА,SAMODIVA,6878
с.,s.,САМОКИТКА,SAMOKITKA,6880
с.,s.,САМОРАНОВО,SAMORANOVO,2620
с.,s.,САМОТИНО,SAMOTINO,9101
с.,s.,САМСИИТЕ,SAMSIITE,5035
с.,s.,САМУИЛ,SAMUIL,7454
с.,s.,САМУИЛОВА КРЕПОСТ,SAMUILOVA KREPOST,2895
с.,s.,САМУИЛОВО,SAMUILOVO,9384
с.,s.,САМУИЛОВО,SAMUILOVO,2879
с.,s.,САМУИЛОВО,SAMUILOVO,8865
с.,s.,САМУИЛОВО,SAMUILOVO,6051
с.,s.,САН СТЕФАНО,SAN STEFANO,8484
с.,s.,САНАДИНОВО,SANADINOVO,5949
с.,s.,САНДРОВО,SANDROVO,7059
с.,s.,САПАРЕВО,SAPAREVO,2645
с.,s.,САРАЕВО,SARAEVO,3333
с.,s.,САРАНСКО,SARANSKO,8659
с.,s.,САРАНЦИ,SARANTSI,2120
с.,s.,САРАЯ,SARAYA,4447
с.,s.,САТОВЧА,SATOVCHA,2950
с.,s.,СБОР,SBOR,6961
с.,s.,СБОР,SBOR,4449
с.,s.,СБОРИНО,SBORINO,6595
с.,s.,СБОРИЩЕ,SBORISHTE,8899
с.,s.,СВАЛЕНИК,SVALENIK,7082
с.,s.,СВАТБАРЕ,SVATBARE,6675
с.,s.,СВЕЖЕН,SVEZHEN,4304
с.,s.,СВЕТА ПЕТКА,SVETA PETKA,4620
с.,s.,СВЕТИ НИКОЛА,SVETI NIKOLA,9662
с.,s.,СВЕТЛЕН,SVETLEN,6880
с.,s.,СВЕТЛЕН,SVETLEN,7877
с.,s.,СВЕТЛИНА,SVETLINA,8322
с.,s.,СВЕТЛИНА,SVETLINA,6420
с.,s.,СВЕТЛИНА,SVETLINA,6547
с.,s.,СВЕТЛЯ,SVETLYA,2449
с.,s.,СВЕТОВРАЧЕНЕ,SVETOVRACHENE,1252
с.,s.,СВЕТОСЛАВ,SVETOSLAV,7554
с.,s.,СВЕТОСЛАВ,SVETOSLAV,6378
с.,s.,СВЕТОСЛАВЦИ,SVETOSLAVTSI,5080
с.,s.,СВЕТУЛКА,SVETULKA,6768
с.,s.,СВЕЩАРИ,SVESHTARI,7423
с.,s.,СВИДНЯ,SVIDNYA,2266
с.,s.,СВИНАРСКИ ДОЛ,SVINARSKI DOL,5300
с.,s.,СВИРАЧИ,SVIRACHI,6578
с.,s.,СВИРКОВО,SVIRKOVO,6499
с.,s.,СВИРЦИ,SVIRTSI,5367
с.,s.,СВИРЧОВО,SVIRCHOVO,7960
с.,s.,СВОБОДА,SVOBODA,8103
с.,s.,СВОБОДА,SVOBODA,6800
с.,s.,СВОБОДА,SVOBODA,4532
с.,s.,СВОБОДА,SVOBODA,6230
с.,s.,СВОБОДА,SVOBODA,9398
с.,s.,СВОБОДЕН,SVOBODEN,6278
с.,s.,СВОБОДИНОВО,SVOBODINOVO,6706
с.,s.,СВОБОДИЦА,SVOBODITSA,7997
с.,s.,СВОДЕ,SVODE,2171
с.,s.,СЕВАР,SEVAR,7332
с.,s.,СЕВДАЛИНА,SEVDALINA,6745
с.,s.,СЕВЕРНЯК,SEVERNYAK,9405
с.,s.,СЕВЕРЦИ,SEVERTSI,9415
с.,s.,СЕДЕЛЕЦ,SEDELETS,2834
с.,s.,СЕДЕФЧЕ,SEDEFCHE,6827
с.,s.,СЕДЛАРЕВО,SEDLAREVO,8994
с.,s.,СЕДЛАРИ,SEDLARI,6800
с.,s.,СЕДЛАРЦИ,SEDLARTSI,6789
с.,s.,СЕДЛОВИНА,SEDLOVINA,6621
с.,s.,СЕДЯНКОВЦИ,SEDYANKOVTSI,5300
с.,s.,СЕЙДОЛ,SEYDOL,7282
с.,s.,СЕЙКОВЦИ,SEYKOVTSI,5344
с.,s.,СЕЙМЕНИТЕ,SEYMENITE,5041
с.,s.,СЕКИРКА,SEKIRKA,6880
с.,s.,СЕКУЛОВО,SEKULOVO,7665
с.,s.,СЕЛАНОВЦИ,SELANOVTSI,3301
с.,s.,СЕЛИМИНОВО,SELIMINOVO,8862
с.,s.,СЕЛИЩЕ,SELISHTE,2744
с.,s.,СЕЛИЩЕ,SELISHTE,4735
с.,s.,СЕЛИЩЕ,SELISHTE,5462
с.,s.,СЕЛИЩЕН ДОЛ,SELISHTEN DOL,2377
с.,s.,СЕЛСКА ПОЛЯНА,SELSKA POLYANA,6487
с.,s.,СЕЛЦЕ,SELTSE,5655
с.,s.,СЕЛЦЕ,SELTSE,6184
с.,s.,СЕЛЦЕ,SELTSE,9655
с.,s.,СЕЛЦИ,SELTSI,4129
с.,s.,СЕЛЧА,SELCHA,4814
с.,s.,СЕЛЯНИН,SELYANIN,2060
с.,s.,СЕМЕРДЖИЕВО,SEMERDZHIEVO,7072
с.,s.,СЕМЕРДЖИИТЕ,SEMERDZHIITE,5340
с.,s.,СЕМЕРЦИ,SEMERTSI,7970
с.,s.,СЕМКОВЦИ,SEMKOVTSI,5035
с.,s.,СЕМЧИНОВО,SEMCHINOVO,4474
с.,s.,СЕННИК,SENNIK,5450
с.,s.,СЕНОКЛАС,SENOKLAS,6481
с.,s.,СЕНОКОС,SENOKOS,2752
с.,s.,СЕНОКОС,SENOKOS,9634
с.,s.,СЕНЦЕ,SENTSE,6800
с.,s.,СЕПТЕМВРИЙЦИ,SEPTEMVRIYTSI,3637
с.,s.,СЕПТЕМВРИЙЦИ,SEPTEMVRIYTSI,3796
с.,s.,СЕПТЕМВРИЙЦИ,SEPTEMVRIYTSI,9693
с.,s.,СЕСЛАВ,SESLAV,7341
с.,s.,СЕСТРИМО,SESTRIMO,4469
с.,s.,СЕСТРИНСКО,SESTRINSKO,6660
с.,s.,СЕЧЕН КАМЪК,SECHEN KAMAK,5360
с.,s.,СЕЧИЩЕ,SECHISHTE,9923
с.,s.,СИВ КЛАДЕНЕЦ,SIV KLADENETS,6585
с.,s.,СИВА РЕКА,SIVA REKA,6522
с.,s.,СИВИНО,SIVINO,4780
с.,s.,СИГМЕН,SIGMEN,8438
с.,s.,СИЛЕН,SILEN,6380
с.,s.,СИМЕОНОВЕЦ,SIMEONOVETS,4475
с.,s.,СИМЕОНОВО,SIMEONOVO,8665
с.,s.,СИНАГОВЦИ,SINAGOVTSI,3737
с.,s.,СИНАПОВО,SINAPOVO,6567
с.,s.,СИНДЕЛ,SINDEL,9125
с.,s.,СИНДЕЛЦИ,SINDELTSI,6825
с.,s.,СИНЕМОРЕЦ,SINEMORETS,8279
с.,s.,СИНИ ВИР,SINI VIR,9950
с.,s.,СИНИ ВРЪХ,SINI VRAH,4236
с.,s.,СИНИ РИД,SINI RID,8534
с.,s.,СИНИГЕР,SINIGER,6956
с.,s.,СИНИТОВО,SINITOVO,4442
с.,s.,СИНЧЕЦ,SINCHETS,6785
с.,s.,СИНЬО БЪРДО,SINYO BARDO,3139
с.,s.,СИНЬО КАМЕНЕ,SINYO KAMENE,8332
с.,s.,СИНЯ ВОДА,SINYA VODA,7287
с.,s.,СИПЕЙ,SIPEY,6629
с.,s.,СИПЕЦ,SIPETS,6840
с.,s.,СИРАКОВО,SIRAKOVO,3254
с.,s.,СИРАКОВО,SIRAKOVO,9564
с.,s.,СИРАКОВО,SIRAKOVO,6359
с.,s.,СИРИЩНИК,SIRISHTNIK,2450
с.,s.,СИТОВО,SITOVO,4104
с.,s.,СИТОВО,SITOVO,7583
с.,s.,СИТОВО,SITOVO,8744
с.,s.,СКАЛА,SKALA,8462
с.,s.,СКАЛА,SKALA,7667
с.,s.,СКАЛАК,SKALAK,8575
с.,s.,СКАЛАК,SKALAK,6923
с.,s.,СКАЛИНА,SKALINA,6846
с.,s.,СКАЛИЦА,SKALITSA,8645
с.,s.,СКАЛИЩЕ,SKALISHTE,6652
с.,s.,СКАЛНА ГЛАВА,SKALNA GLAVA,6748
с.,s.,СКАЛСКО,SKALSKO,5386
с.,s.,СКАНДАЛОТО,SKANDALOTO,5644
с.,s.,СКЛАВЕ,SKLAVE,2811
с.,s.,СКОБЕЛЕВО,SKOBELEVO,5508
с.,s.,СКОБЕЛЕВО,SKOBELEVO,4227
с.,s.,СКОБЕЛЕВО,SKOBELEVO,8871
с.,s.,СКОБЕЛЕВО,SKOBELEVO,6148
с.,s.,СКОБЕЛЕВО,SKOBELEVO,6429
с.,s.,СКОМЛЯ,SKOMLYA,3946
с.,s.,СКОРЦИТЕ,SKORTSITE,5350
с.,s.,СКРАВЕНА,SKRAVENA,2150
с.,s.,СКРЕБАТНО,SKREBATNO,2964
с.,s.,СКРИНО,SKRINO,2663
с.,s.,СКРИНЯНО,SKRINYANO,2599
с.,s.,СКРЪТ,SKRAT,2897
с.,s.,СКУТАРЕ,SKUTARE,4134
с.,s.,СКЪРБИНО,SKARBINO,6720
с.,s.,СЛАВЕЕВО,SLAVEEVO,6576
с.,s.,СЛАВЕЕВО,SLAVEEVO,9366
с.,s.,СЛАВЕЙКОВО,SLAVEYKOVO,9247
с.,s.,СЛАВЕЙКОВО,SLAVEYKOVO,5391
с.,s.,СЛАВЕЙКОВО,SLAVEYKOVO,8738
с.,s.,СЛАВЕЙНО,SLAVEYNO,4747
с.,s.,СЛАВОВИЦА,SLAVOVITSA,4496
с.,s.,СЛАВОВИЦА,SLAVOVITSA,5858
с.,s.,СЛАВОТИН,SLAVOTIN,3451
с.,s.,СЛАВЩИЦА,SLAVSHTITSA,5522
с.,s.,СЛАВЯНИ,SLAVYANI,5565
с.,s.,СЛАВЯНИН,SLAVYANIN,6236
с.,s.,СЛАВЯНОВО,SLAVYANOVO,7860
с.,s.,СЛАВЯНОВО,SLAVYANOVO,6473
с.,s.,СЛАВЯНЦИ,SLAVYANTSI,8460
с.,s.,СЛАДКА ВОДА,SLADKA VODA,9257
с.,s.,СЛАДКОДУМ,SLADKODUM,6960
с.,s.,СЛАДУН,SLADUN,6534
с.,s.,СЛАДЪК КЛАДЕНЕЦ,SLADAK KLADENETS,6064
с.,s.,СЛАКОВЦИ,SLAKOVTSI,2369
с.,s.,СЛАМИНО,SLAMINO,8663
с.,s.,СЛАНА БАРА,SLANA BARA,3728
с.,s.,СЛАНОТРЪН,SLANOTRAN,3769
с.,s.,СЛАТИНА,SLATINA,5768
с.,s.,СЛАТИНА,SLATINA,5564
с.,s.,СЛАТИНА,SLATINA,3535
с.,s.,СЛАТИНА,SLATINA,4342
с.,s.,СЛАТИНА,SLATINA,7585
с.,s.,СЛАТИНО,SLATINO,2642
с.,s.,СЛАТИНО,SLATINO,2449
с.,s.,СЛАЩЕН,SLASHTEN,2937
с.,s.,СЛИВАК,SLIVAK,9784
с.,s.,СЛИВАРКА,SLIVARKA,6919
с.,s.,СЛИВАРОВО,SLIVAROVO,8164
с.,s.,СЛИВАТА,SLIVATA,3668
с.,s.,СЛИВЕК,SLIVEK,5537
с.,s.,СЛИВЕНЦИ,SLIVENTSI,9395
с.,s.,СЛИВИТО,SLIVITO,6176
с.,s.,СЛИВКА,SLIVKA,4943
с.,s.,СЛИВНИЦА,SLIVNITSA,2844
с.,s.,СЛИВОВИК,SLIVOVIK,3664
с.,s.,СЛИВОВИЦА,SLIVOVITSA,5076
с.,s.,СЛИВОВНИК,SLIVOVNIK,3915
с.,s.,СЛИВОВО,SLIVOVO,8331
с.,s.,СЛИВОВО,SLIVOVO,5367
с.,s.,СЛИВОВО,SLIVOVO,4710
с.,s.,СЛИШОВЦИ,SLISHOVTSI,2484
с.,s.,СЛОКОЩИЦА,SLOKOSHTITSA,2533
с.,s.,СЛОМЕР,SLOMER,5229
с.,s.,СЛЪНЧЕВО,SLANCHEVO,9144
с.,s.,СЛЪНЧОВЕЦ,SLANCHOVETS,7963
с.,s.,СЛЪНЧОГЛЕД,SLANCHOGLED,6850
с.,s.,СМИЛЕЦ,SMILETS,4531
с.,s.,СМИЛЕЦ,SMILETS,7577
с.,s.,СМИЛОВЦИ,SMILOVTSI,5333
с.,s.,СМИЛЯН,SMILYAN,4770
с.,s.,СМИН,SMIN,9679
с.,s.,СМИРНЕНСКИ,SMIRNENSKI,3663
с.,s.,СМИРНЕНСКИ,SMIRNENSKI,7074
с.,s.,СМИРНЕНЦИ,SMIRNENTSI,6467
с.,s.,СМИРОВ ДОЛ,SMIROV DOL,2456
с.,s.,СМОЛЕВО,SMOLEVO,2794
с.,s.,СМОЛИЧАНО,SMOLICHANO,2583
с.,s.,СМОЛНИК,SMOLNIK,8491
с.,s.,СМОЛНИЦА,SMOLNITSA,9383
с.,s.,СМОЛСКО,SMOLSKO,2073
с.,s.,СМОЛЧА,SMOLCHA,2255
с.,s.,СМОЛЯНОВЦИ,SMOLYANOVTSI,3450
с.,s.,СМОЧАН,SMOCHAN,5547
с.,s.,СМОЧЕВО,SMOCHEVO,2641
с.,s.,СНЕЖА,SNEZHA,8568
с.,s.,СНЕЖИНА,SNEZHINA,9244
с.,s.,СНЕЖИНКА,SNEZHINKA,6741
с.,s.,СНОП,SNOP,9557
с.,s.,СНЯГОВО,SNYAGOVO,8579
с.,s.,СНЯГОВО,SNYAGOVO,9533
с.,s.,СОВАТА,SOVATA,5283
с.,s.,СОВОЛЯНО,SOVOLYANO,2547
с.,s.,СОКОЛ,SOKOL,7621
с.,s.,СОКОЛ,SOKOL,8945
с.,s.,СОКОЛАРЕ,SOKOLARE,3258
с.,s.,СОКОЛАРЦИ,SOKOLARTSI,8984
с.,s.,СОКОЛЕНЦИ,SOKOLENTSI,6595
с.,s.,СОКОЛЕЦ,SOKOLETS,8554
с.,s.,СОКОЛИНО,SOKOLINO,6812
с.,s.,СОКОЛИТЕ,SOKOLITE,6694
с.,s.,СОКОЛИЦА,SOKOLITSA,4367
с.,s.,СОКОЛНИК,SOKOLNIK,9351
с.,s.,СОКОЛОВО,SOKOLOVO,8435
с.,s.,СОКОЛОВО,SOKOLOVO,5392
с.,s.,СОКОЛОВО,SOKOLOVO,5538
с.,s.,СОКОЛОВО,SOKOLOVO,9640
с.,s.,СОКОЛОВЦИ,SOKOLOVTSI,4751
с.,s.,СОКОЛСКО,SOKOLSKO,6648
с.,s.,СОКОЛЯНЕ,SOKOLYANE,6688
с.,s.,СОЛАРИ,SOLARI,5300
с.,s.,СОЛИЩА,SOLISHTA,4711
с.,s.,СОЛИЩЕ,SOLISHTE,6721
с.,s.,СОЛНИК,SOLNIK,9122
с.,s.,СОМОВИТ,SOMOVIT,5959
с.,s.,СОПИЦА,SOPITSA,2378
с.,s.,СОПОВО,SOPOVO,2664
с.,s.,СОПОТ,SOPOT,5571
с.,s.,СОПОТОТ,SOPOTOT,4974
с.,s.,СОТИРЯ,SOTIRYA,8859
с.,s.,СОФИЙЦИ,SOFIYTSI,6850
с.,s.,СОФРОНИЕВО,SOFRONIEVO,3348
с.,s.,СПАНЦИ,SPANTSI,5344
с.,s.,СПАНЧЕВЦИ,SPANCHEVTSI,3546
с.,s.,СПАСОВО,SPASOVO,6249
с.,s.,СПАСОВО,SPASOVO,9561
с.,s.,СПАСОВЦИ,SPASOVTSI,5340
с.,s.,СПАТОВО,SPATOVO,2811
с.,s.,СПАХИЕВО,SPAHIEVO,6346
с.,s.,СПОЛУКА,SPOLUKA,6799
с.,s.,СРАЦИМИР,SRATSIMIR,7541
с.,s.,СРАЦИМИРОВО,SRATSIMIROVO,3847
с.,s.,СРЕБРИНОВО,SREBRINOVO,4525
с.,s.,СРЕБЪРНА,SREBARNA,7587
с.,s.,СРЕДЕЦ,SREDETS,4998
с.,s.,СРЕДЕЦ,SREDETS,6066
с.,s.,СРЕДИНА,SREDINA,9546
с.,s.,СРЕДИНКА,SREDINKA,6738
с.,s.,СРЕДИЩЕ,SREDISHTE,7560
с.,s.,СРЕДКОВЕЦ,SREDKOVETS,9968
с.,s.,СРЕДНА,SREDNA,2918
с.,s.,СРЕДНА МАХАЛА,SREDNA MAHALA,8581
с.,s.,СРЕДНЕВО,SREDNEVO,6717
с.,s.,СРЕДНИ КОЛИБИ,SREDNI KOLIBI,5093
с.,s.,СРЕДНИ РЪТ,SREDNI RAT,3137
с.,s.,СРЕДНО ГРАДИЩЕ,SREDNO GRADISHTE,6241
с.,s.,СРЕДНО СЕЛО,SREDNO SELO,9222
с.,s.,СРЕДНО СЕЛО,SREDNO SELO,5088
с.,s.,СРЕДНОГОРОВО,SREDNOGOROVO,6166
с.,s.,СРЕДНОГОРЦИ,SREDNOGORTSI,4954
с.,s.,СРЕДНЯ,SREDNYA,9798
с.,s.,СРЕДОГРИВ,SREDOGRIV,3959
с.,s.,СРЕДОК,SREDOK,4798
с.,s.,СРЕДОРЕК,SREDOREK,2555
с.,s.,СРЕДОРЕК,SREDOREK,8845
с.,s.,СРЕДОСЕЛЦИ,SREDOSELTSI,7433
с.,s.,СРЕДСКА,SREDSKA,6693
с.,s.,СРЕДСКО,SREDSKO,6890
с.,s.,СРЕМ,SREM,6565
с.,s.,СРЪНСКО,SRANSKO,6775
с.,s.,СТАВЕРЦИ,STAVERTSI,5863
с.,s.,СТАЕВЦИ,STAEVTSI,9673
с.,s.,СТАЙНОВЦИ,STAYNOVTSI,5350
с.,s.,СТАЙЧИН ДОЛ,STAYCHIN DOL,4931
с.,s.,СТАЙЧОВЦИ,STAYCHOVTSI,2489
с.,s.,СТАКЕВЦИ,STAKEVTSI,3963
с.,s.,СТАЛЕВО,STALEVO,6433
с.,s.,СТАЛИЙСКА МАХАЛА,STALIYSKA MAHALA,3657
с.,s.,СТАМБОЛИЙСКИ,STAMBOLIYSKI,6311
с.,s.,СТАМБОЛОВО,STAMBOLOVO,2069
с.,s.,СТАМБОЛОВО,STAMBOLOVO,5249
с.,s.,СТАМБОЛОВО,STAMBOLOVO,7063
с.,s.,СТАМБОЛОВО,STAMBOLOVO,6362
с.,s.,СТАН,STAN,9917
с.,s.,СТАНЕВО,STANEVO,3641
с.,s.,СТАНЕЦ,STANETS,7915
с.,s.,СТАНИНЦИ,STANINTSI,2254
с.,s.,СТАНОВЕЦ,STANOVETS,9952
с.,s.,СТАНЧА,STANCHA,5380
с.,s.,СТАНЧОВ ХАН,STANCHOV HAN,5367
с.,s.,СТАНЬОВЦИ,STANYOVTSI,2391
с.,s.,СТАНЯНЦИ,STANYANTSI,9872
с.,s.,СТАР ЧИТАК,STAR CHITAK,6792
с.,s.,СТАРА КРЕСНА,STARA KRESNA,2845
с.,s.,СТАРА РЕКА,STARA REKA,8841
с.,s.,СТАРА РЕКА,STARA REKA,8675
с.,s.,СТАРА РЕЧКА,STARA RECHKA,7999
с.,s.,СТАРЕЙШИНО,STAREYSHINO,6880
с.,s.,СТАРИ ЧАЛ,STARI CHAL,6964
с.,s.,СТАРИЛКОВЦИ,STARILKOVTSI,5343
с.,s.,СТАРО ЖЕЛЕЗАРЕ,STARO ZHELEZARE,4165
с.,s.,СТАРО МЯСТО,STARO MYASTO,6741
с.,s.,СТАРО ОРЯХОВО,STARO ORYAHOVO,9110
с.,s.,СТАРО СЕЛИЩЕ,STARO SELISHTE,7447
с.,s.,СТАРО СЕЛО,STARO SELO,3142
с.,s.,СТАРО СЕЛО,STARO SELO,2412
с.,s.,СТАРО СЕЛО,STARO SELO,7637
с.,s.,СТАРО СЕЛО,STARO SELO,8876
с.,s.,СТАРО СЕЛО,STARO SELO,5671
с.,s.,СТАРОВО,STAROVO,6877
